content,score,label,clean
"pls shopee bisa gak sih bikin iklan yang gampang untuk di lewati, soalnya Waktu saya di sekolah guru saya menyuruh saya membuka link yang di kirim pas saya buka muncul iklan dari aplikasi shopee pas saya pencet x malah ke playstore habistu saya di tuduh mau download shopee, oh iya saya juga di marahin habis habisan 🙂‍↕️🥲",1,negatif,pls shopee gak sih bikin iklan gampang lewati soalnya waktu di sekolah guru menyuruh membuka link di kirim pas buka muncul iklan aplikasi shopee pas pencet x malah playstore habistu di tuduh mau download shopee iya juga di marahin habis habisan 
sangat bagus,5,positif,sangat bagus
berat banget aplikasinya,1,negatif,berat banget aplikasinya
adsnya ga ngotak,1,negatif,adsnya ga ngotak
aku masih anak kecil tapi Shopee itu terbaik,5,positif,aku anak kecil shopee terbaik
"iklan lo maksa, gajelas tb2 masuk apk ini, gausah maksa sialan, lg liat iklan eh mlh msuk ni apk",1,negatif,iklan lo maksa gajelas tb masuk apk gausah maksa sialan lg liat iklan eh mlh msuk ni apk
setiap buka aplikasi yang ada iklan shopee salah klik sedikit masak langsung masuk ke aplikasi shopee,2,negatif,buka aplikasi ada iklan shopee salah klik sedikit masak langsung masuk aplikasi shopee
mau kasih bintang satu aja,1,negatif,mau kasih bintang satu aja
sell singapur,1,negatif,sell singapur
buatan singapore males,1,negatif,buatan singapore males
barangnya gaada yang bagus mending tokped dasar singapore,1,negatif,barangnya gaada bagus mending tokped dasar singapore
SELL SINGAPURA...,1,negatif,sell singapura
shopee bagus,5,positif,shopee bagus
aplikasi aneh masa pas mau retur barang tidak ada opsi uang kembali ke dana harus ke sopipay,1,negatif,aplikasi aneh masa pas mau retur barang ada opsi uang ke dana ke sopipay
iklannya tolong di kondisikan,1,negatif,iklannya di kondisikan
hoak cuih iklan sampe ke mana2,1,negatif,hoak cuih iklan sampe mana
Aplikasi tidak memuaskan sekali,1,negatif,aplikasi memuaskan sekali
not good,1,negatif,not good
gua lagi nyelam di Chrome iklan lu muncul Mulu muak gua,1,negatif,gua nyelam chrome iklan lu muncul mulu muak gua
Klo bisa aplk shopee cod nya bebas mau berapa aja karna ada corona seperti lazada bisa cod barapa juga,1,negatif,klo aplk shopee cod nya bebas mau berapa aja karna corona lazada cod barapa
ga suka apk Singapore,1,negatif,ga suka apk singapore
"ga bgt lama pengiriman nya,pesen sendal dikirim celana robek#sell",1,negatif,ga bgt lama pengiriman nyapesen sendal dikirim celana robeksell
"Shopee tolong diperbaiki sytem iklan nya yaa, selalu saja susah di skip Waktu terlalu terbuang banyak cuma buat skip skip iklan shopee, bahkam lagi buru buru, main game, nonton yt, apaaaa ajaaa susaahhhh !!!",3,netral,shopee diperbaiki sytem iklan nya yaa selalu susah skip waktu terlalu terbuang banyak cuma buat skip skip iklan shopee bahkam buru buru main game nonton yt apaaaa ajaaa susaahhhh 
iklannya mengganggu ada di mana mana,1,negatif,iklannya mengganggu di mana mana
iklan maksa hamaaa hama iklan lu ngemis?,1,negatif,iklan maksa hamaaa hama iklan lu ngemis
mantap,5,positif,mantap
"belanja murah ya di shopee saja kawan,banyak promonya",5,positif,belanja murah di shopee kawanbanyak promonya
"iklannya ganggu bgt, apalagi sekarang langsung otomatis buka shopee, padahal aku ga mencet sama sekali, promosinya maksa bgt co, kalo kaya gini jadi males yang mau pake aplikasinya, ya walaupun nyaman nyaman aja sih belanja disini aku juga gapernah dapet kendala apa apa, cuman ya itu iklannya maksa bgt wkwk😭😭",1,negatif,iklannya ganggu bgt sekarang langsung otomatis buka shopee padahal aku ga mencet sama sekali promosinya maksa bgt co kalo kaya gini jadi males mau pake aplikasinya walaupun nyaman nyaman aja sih belanja disini aku gapernah dapet kendala apa apa cuman itu iklannya maksa bgt wkwk
apk jembuodddddx,1,negatif,apk jembuodddddx
"tolong lahh admin shopee aku g mencet iklan shopee selalu aja di arahkan ke apk nya, ngrepoti banget, perbaiki lah iklanmu",1,negatif,lahh admin shopee aku g mencet iklan shopee selalu aja arahkan apk nya ngrepoti banget perbaiki lah iklanmu
iklannya ini Shopee sangat meresahkan,1,negatif,iklannya shopee sangat meresahkan
apk ga jelas,1,negatif,apk ga jelas
apsi ni maksa Amat di google download game tiba tiba ke shope mulu,1,negatif,apsi ni maksa di google download game tiba tiba shope mulu
#shell Singapura,1,negatif,shell singapura
lu kalo masang iklan yang ngotak aja anj,1,negatif,lu kalo masang iklan ngotak aja anj
"dateng nya lama, terus banyak iklan sangat tidak membantu",1,negatif,dateng nya lama terus banyak iklan sangat membantu
iklan nya ganggu.,1,negatif,iklan nya ganggu
"iklan terlalu maksa, saya lagi ngedit video Berjam jam tiba tiba muncul iklan shopee dah saya pencet tombol X nya tapi malah masuk ke apk nya alhasil editan saya ilang kaga bisa balik lagi editan saya kecewa sih saya, kalo bisa bikin iklan nya jangan terlalu maksa atau ga tombol X nya di gedein/jangan pake PNG buat nipu. Cuma iklan ni apk doang yg saya benci",1,negatif,iklan terlalu maksa ngedit video berjam jam tiba tiba muncul iklan shopee dah pencet tombol x nya malah masuk apk nya alhasil editan ilang kaga balik lagi editan kecewa sih kalo bikin iklan nya jangan terlalu maksa ga tombol x nya gedeinjangan pake png buat nipu cuma iklan ni apk doang yg benci
kalau bikin iklan ngotak dikit anj,1,negatif,kalau bikin iklan ngotak dikit anj
gini kan enak,1,negatif,gini kan enak
jelekkk,1,negatif,jelekkk
"iklan nya ganggu bgt, kalau buat iklan tu mikir bukanya ngebuat makin tertarik sama produk yang di promosiin malah keganggu cuma karena tombol skip nya susah di pencet. kadang kadang iklan nya ngasih fake skip. benci.",1,negatif,iklan nya ganggu bgt kalau buat iklan tu mikir bukanya ngebuat makin tertarik sama produk promosiin malah keganggu cuma tombol skip nya susah di pencet kadang kadang iklan nya ngasih fake skip benci
apikasi terburuk,1,negatif,apikasi terburuk
kalo bikin iklan yang wajar.,1,negatif,kalo bikin iklan wajar
Hidup Jokowi,1,negatif,hidup jokowi
iklan nya sangat mengganggu ada di mana-mana,1,negatif,iklan nya sangat mengganggu di manamana
SELL SINGAPURA,1,negatif,sell singapura
"apk anjing knpkh muncul terus diiklan mau buka jni ada kau buka ini kamu lagi,anjing",1,negatif,apk anjing knpkh muncul terus diiklan mau buka jni kau buka kamu lagianjing
aplikasi sampah,1,negatif,aplikasi sampah
iklan nya menganggu,1,negatif,iklan nya menganggu
"kalo bikin iklan maksa banget pdhal udh donwload,iklan judol aja ga maksa",1,negatif,kalo bikin iklan maksa banget pdhal udh donwloadiklan judol aja ga maksa
sangat bembantu,5,positif,sangat bembantu
mantapp pelayanan,5,positif,mantapp pelayanan
"sering sekali ada tagihan di spaylater yg saya sendiri nggk tau itu tagihan apa. saya nggk merasa pesan / beli tiba² di tagihan spaylater ada tertera harga sprti beli 2 gratis 1 dgn harga 175rb. saya cek di tgl tsb saya tdk melakukan pembelian barang, dan saya hanya membuka akun shopee jika akan memesan barang. nggk sekali duakali, seringnya seperti itu. pertama 60rb, kedua 80rb, skrg 175rb. tagihan apa yg tiba² bisa masuk ke spaylater disaat saya tdk memesan barang? gasuka produk singapore wkwk",1,negatif,sering sekali tagihan spaylater yg sendiri nggk tau tagihan apa nggk merasa pesan  beli tiba tagihan spaylater tertera harga sprti beli  gratis  dgn harga rb cek tgl tsb tdk melakukan pembelian barang membuka akun shopee akan memesan barang nggk sekali duakali seringnya itu pertama rb kedua rb skrg rb tagihan apa yg tiba masuk spaylater disaat saya tdk memesan barang gasuka produk singapore wkwk
penipu!licik!,1,negatif,penipulicik
"ini iklannya bisa ga si yg bener, masa ak buka Wattpad malah langsung kebuka kesini, klo lagi dimanapun apk ini terus bikin susah sama ribet, tombol skipnya aj blm kepencet udah kmn mn, apalagi klo nugas bikin ngulang, langsung diperbaiki jangan buat org susah klo mau promosi juga harusnya yg pinter bukan bikin org kesel, gua pake apk ini tapi iklannya kayak apaan kali",1,negatif,iklannya ga si yg bener masa ak buka wattpad malah langsung kebuka kesini klo dimanapun apk terus bikin susah sama ribet tombol skipnya aj blm kepencet udah kmn mn klo nugas bikin ngulang langsung diperbaiki jangan buat org susah klo mau promosi harusnya yg pinter bukan bikin org kesel gua pake apk tapi iklannya kayak apaan kali
barang² murah cepat untuk dikirim tapi ada yg mahal tapi kualitas jelek,4,positif,barang murah cepat dikirim ada yg mahal kualitas jelek
"di mohon iklannya di kondisikan, karena sangat mengganggu",1,negatif,mohon iklannya kondisikan sangat mengganggu
"iklannya tolong dikurangi, saya lagi bikin skin Minecraft ke reset karna iklan anda yg sangat mengganggu",1,negatif,iklannya dikurangi lagi bikin skin minecraft reset karna iklan yg sangat mengganggu
proses pengiriman barang tidak jelas !!! barang di ajak jalan jalan keliling indonesia,1,negatif,proses pengiriman barang jelas  barang ajak jalan jalan keliling indonesia
"saya suka blanja di shopee karna barang cpt dtg nya, ongkirnya murah dan kulirnya ramah",4,positif,suka blanja shopee karna barang cpt dtg nya ongkirnya murah kulirnya ramah
"sudah uninstal, karena iklan nya menyebalkan dan buat susah. sering langsung otomatis ke aplikasi nya. dan ini sangat merugikan....",1,negatif,uninstal iklan nya menyebalkan buat susah sering langsung otomatis aplikasi nya ini sangat merugikan
njis,1,negatif,njis
suka dengan shope ongkirnya murah bikin kita belanja jadi mudah,5,positif,suka shope ongkirnya murah bikin belanja jadi mudah
"iklan nya kaya Anjlng bangs4t iklan nya kayak kont0I mending hapus aja shopee gak jeIas emang bAngs4t, kont0I/ memang babl",1,negatif,iklan nya kaya anjlng bangst iklan nya kayak konti mending hapus aja shopee gak jeias emang bangst konti memang babl
ayo boikot shopee kenapa gw kasih bintang 5?ya karena biar muncul diatas kalo gw kasih bintang 1 gabakal keliatan #selll Singapore #buy Indonesia,5,positif,ayo boikot shopee gw kasih bintang karena biar muncul diatas kalo gw kasih bintang  gabakal keliatan selll singapore buy indonesia
gw dukungan Indonesia,1,negatif,gw dukungan indonesia
jelek,1,negatif,jelek
buruk,1,negatif,buruk
"kalau di aplikasi lain suka ada iklan ni aplikasi, ga di pencet pun tetep masuk gj banget dah",1,negatif,kalau aplikasi suka iklan ni aplikasi ga pencet tetep masuk gj banget dah
sebaik nya Uninstal aj apk ini. kurir spx tolol. expedisi spx lemot. jnt bisa 2 hari spx standar bisa 6 hari. konsumen platinum kata nya prioritas. nyatanya sama saja. laporan pengaduan tetap lemot.,1,negatif,sebaik nya uninstal aj apk kurir spx tolol expedisi spx lemot jnt  hari spx standar  hari konsumen platinum kata nya prioritas nyatanya sama laporan pengaduan tetap lemot
iklan dari aplikasi ini meresahkan hamaa,1,negatif,iklan aplikasi meresahkan hamaa
kalo baut iklan jangan berutal bodo buat orang susah aja,1,negatif,kalo baut iklan jangan berutal bodo buat orang susah aja
sebenrny bagus cumn terlalu bnyak iklan,3,netral,sebenrny bagus cumn terlalu bnyak iklan
"tolong deh iklan lu kurangin njirr, dikit² iklan lu muncul, buka apk lain muncul iklan shopee lagi, iklan lu ga kepencet aja tiba² masuk shopee, ga jelas banget, muak gw",1,negatif,deh iklan lu kurangin njirr dikit iklan lu muncul buka apk muncul iklan shopee iklan lu ga kepencet aja tiba masuk shopee ga jelas banget muak gw
baik,5,positif,baik
sell Singapore,1,negatif,sell singapore
"dari bintang 2 AQ ubah bintang 5,, karena CS fast respon,, terimakasih sudah merespon saya dengan cepat tanggap,, karena iklan yg muncul tiap detik itu yg membuat saya tidak nyaman",5,positif,bintang  aq ubah bintang  cs fast respon terimakasih merespon dengan cepat tanggap iklan yg muncul tiap detik yg membuat tidak nyaman
iklan mlu lol,1,negatif,iklan mlu lol
Sell Singapore Buy Indonesia,1,negatif,sell singapore buy indonesia
SELL SINGAPORE,1,negatif,sell singapore
sell singapuraa,1,negatif,sell singapuraa
"yang bikin saya gasuka sih iklan nya ya, saya hanya memberi opini, tetapi saya sangat risih dengan iklan nya, kadang ada tombol x palsu kalau dipencet otomatis masuk shoope nya :< terus kalo ga pencet apa apa juga suka langsung masuk ke shoope nya! mohon dibenarkan, bukan cuma saya yang ngalamin tapi hampir setiap orang pasti begitu! dan banyk bug sih yang saya alamin",1,negatif,bikin gasuka sih iklan nya memberi opini saya sangat risih iklan nya kadang tombol x palsu kalau dipencet otomatis masuk shoope nya  terus kalo ga pencet apa apa suka langsung masuk shoope nya mohon dibenarkan bukan cuma saya ngalamin hampir orang begitu banyk bug sih yang saya alamin
"tolong kalau membuat iklan sedikit,dan jangan memaksa🙏",1,negatif,kalau membuat iklan sedikitdan jangan memaksa
Smoga menjadikan aman utk segala transaksi dg segala kemudahannya,5,positif,smoga menjadikan aman utk segala transaksi dg segala kemudahannya
kalo bikin iklan gak usah susah di pencet tombol skip nya sialan bet mana kalo salah pencet hp gw ngelek tau terus kalo iklan itu jangan lama lama,1,negatif,kalo bikin iklan gak usah susah pencet tombol skip nya sialan bet mana kalo salah pencet hp gw ngelek tau terus kalo iklan jangan lama lama
aplikasi lelet,1,negatif,aplikasi lelet
iklan nya sok asik anying,1,negatif,iklan nya sok asik anying
"paket udah 2 minggu lebih masih Stuck ditangerang terusss, kalo cuma 1 paket yang stuck si gapapa ini ada 5 paket yang stuck disitu, udah kirim laporan juga ga digubris, sampe estimasi nya lewat, disuruh klaim garansi supaya berbelanja lagi, percuma aja belanja lagi kalo nantinya stuck disitu lagi paketnya juga bukan COD.",1,negatif,paket udah  minggu lebih stuck ditangerang terusss kalo cuma  paket stuck si gapapa ada  paket stuck disitu udah kirim laporan ga digubris sampe estimasi nya lewat disuruh klaim garansi berbelanja percuma aja belanja kalo nantinya stuck disitu paketnya bukan cod
"IKLAN GAJELAS, IKLAN PEMAKSAAN MENDING HAPUS AJA",1,negatif,iklan gajelas iklan pemaksaan mending hapus aja
🤷,1,negatif,
iklan nya dimana mana,1,negatif,iklan nya mana
iklannya kayak tempek anjir,1,negatif,iklannya kayak tempek anjir
"be honest, aku bener2 disrespect sama iklan shopee ganggu nya itu loh kebangetan, secara kalian brand besar, TAPI IKLAN KALIAN TUH MEMAKSA TAU GA! TIBA TIBA MASUK SITUS NYA. GANGGU JUJUR NGESELIN.",1,negatif,be honest aku bener disrespect sama iklan shopee ganggu nya loh kebangetan kalian brand besar iklan kalian tuh memaksa tau ga tiba tiba masuk situs nya ganggu jujur ngeselin
semoga redup tll #SELLSINGAPURE,1,negatif,semoga redup tll sellsingapure
"apk sialan dimana mana ada ni iklan,bikin rese bgt cok.",1,negatif,apk sialan mana ni iklanbikin rese bgt cok
"aplikasinya bagus dan ringan, terima kasih sering kasih banyak voucher diskon/gratis ongkir. jujur lebih suka klo ada kurir² lain kaya sicepat,anteraja,dll soalnya pengirimannya lebih cepat di banding shopee express yg kadang klo pesen paket dari jatim ke jabodetabek memakan waktu 2-3 hari beda dengan kurir lain hanya 1-2 hari saja dan lebih enak klo ada J&T Express lg soalnya dia yg paling cepet soalnya antar paket",4,positif,aplikasinya bagus ringan terima kasih sering kasih banyak voucher diskongratis ongkir jujur lebih suka klo kurir kaya sicepatanterajadll soalnya pengirimannya lebih cepat banding shopee express yg kadang klo pesen paket jatim jabodetabek memakan waktu  hari beda kurir hanya  hari dan lebih enak klo jt express lg soalnya yg paling cepet soalnya antar paket
"kalo bikin iklan, jangan maksa napa, kaga dipencet apa apa langsung masuk ke aplikasi. sama pas lagi cari apa apa, pas udah neken cari, TIBA TIBA JADI IPHONE, HERAN INI AKU DIPAKSA BELI IPHONE KAH??????. makanya sekarang kalo mau cari harga barang mending di tokped yang cepet...",1,negatif,kalo bikin iklan jangan maksa napa kaga dipencet apa apa langsung masuk aplikasi sama pas cari apa apa pas udah neken cari tiba tiba jadi iphone heran aku dipaksa beli iphone makanya sekarang kalo mau cari harga barang mending tokped cepet
Good👌,1,negatif,good
iklan kayak K*ntl,1,negatif,iklan kayak kntl
sell singapura,1,negatif,sell singapura
pengantaran lama banget,1,negatif,pengantaran lama banget
selll Singapur,1,negatif,selll singapur
iklan gausah maksa anj maksa amat ngeganggu tau ga bukan nya membuat tertarik malah bikin kesel,1,negatif,iklan gausah maksa anj maksa ngeganggu tau ga bukan nya membuat tertarik malah bikin kesel
